Volatility 3 Framework 2.27.0

Offset	Proto	LocalAddr	LocalPort	ForeignAddr	ForeignPort	State	PID	Owner	Created
0xb78d09bf7b10	TCPv4	192.168.1.5	64255	17.248.138.40	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-13 22:22:53.000000 UTC
0xb78d09d1e7a0	TCPv4	192.168.1.5	3389	81.30.144.115	41443	CLOSED	1248	svchost.exe	2020-11-16 02:32:28.000000 UTC
0xb78d09d7e010	TCPv4	192.168.1.5	59973	23.197.180.10	443	CLOSE_WAIT	12332	Video.UI.exe	2020-11-15 17:12:25.000000 UTC
0xb78d09ecea20	TCPv4	192.168.1.5	3389	213.202.233.104	57380	CLOSED	1248	svchost.exe	2020-11-16 02:32:13.000000 UTC
0xb78d09f09010	TCPv4	192.168.1.5	61834	13.107.42.12	443	CLOSED	30012	WinStore.App.e	2020-11-16 02:30:25.000000 UTC
0xb78d09f142a0	TCPv4	192.168.1.5	3389	81.30.144.115	8703	CLOSED	1248	svchost.exe	2020-11-16 02:33:25.000000 UTC
0xb78d09f7f8a0	TCPv4	192.168.1.5	3389	213.202.233.104	32901	CLOSED	1248	svchost.exe	2020-11-16 02:32:49.000000 UTC
0xb78d0a04f010	TCPv4	192.168.1.5	3389	213.202.233.104	44965	CLOSED	1248	svchost.exe	2020-11-16 02:33:20.000000 UTC
0xb78d0a099260	TCPv4	192.168.1.5	3389	213.202.233.104	42947	CLOSED	1248	svchost.exe	2020-11-16 02:33:05.000000 UTC
0xb78d0a0a5010	TCPv4	192.168.1.5	3389	213.202.233.104	19398	CLOSED	1248	svchost.exe	2020-11-16 02:32:18.000000 UTC
0xb78d0a0bb550	TCPv4	192.168.1.5	59521	172.217.12.170	443	ESTABLISHED	14832	GoogleDriveFS.	2020-11-15 14:09:21.000000 UTC
0xb78d0a0da6e0	TCPv4	127.0.0.1	49272	127.0.0.1	49273	ESTABLISHED	14832	GoogleDriveFS.	2020-11-14 14:09:20.000000 UTC
0xb78d0a48fa70	TCPv4	192.168.1.5	3389	213.202.233.104	57862	CLOSED	1248	svchost.exe	2020-11-16 02:33:37.000000 UTC
0xb78d0a4b52b0	TCPv4	192.168.1.5	3389	213.202.233.104	4972	CLOSED	1248	svchost.exe	2020-11-16 02:32:42.000000 UTC
0xb78d0a509a20	TCPv4	192.168.1.5	3389	81.19.209.101	64514	CLOSED	1248	svchost.exe	2020-11-16 02:33:38.000000 UTC
0xb78d0a5caa70	TCPv4	192.168.1.5	50012	17.248.138.110	443	CLOSED	12532	iCloudPhotos.e	2020-11-11 08:14:56.000000 UTC
0xb78d0a87a520	TCPv4	192.168.1.5	3389	81.30.144.115	17979	CLOSED	1248	svchost.exe	2020-11-16 02:34:16.000000 UTC
0xb78d0a902520	TCPv4	192.168.1.5	3389	213.202.233.104	9944	CLOSED	1248	svchost.exe	2020-11-16 02:33:54.000000 UTC
0xb78d0aa04900	TCPv4	192.168.1.5	61427	172.217.10.74	443	CLOSE_WAIT	8432	googledrivesyn	2020-11-16 00:15:22.000000 UTC
0xb78d0aa36b40	TCPv4	192.168.1.5	3389	213.202.233.104	45753	ESTABLISHED	1248	svchost.exe	2020-11-16 02:34:58.000000 UTC
0xb78d0aae1260	TCPv4	192.168.1.5	3389	81.30.144.115	51048	ESTABLISHED	1248	svchost.exe	2020-11-16 02:34:58.000000 UTC
0xb78d0abb36e0	TCPv4	192.168.1.5	3389	213.202.233.104	49674	CLOSED	1248	svchost.exe	2020-11-16 02:33:35.000000 UTC
0xb78d0ad31010	TCPv4	192.168.1.5	3389	81.30.144.115	27777	CLOSED	1248	svchost.exe	2020-11-16 02:34:52.000000 UTC
0xb78d0b2f48a0	TCPv4	192.168.1.5	3389	213.202.233.104	28349	CLOSED	1248	svchost.exe	2020-11-16 02:34:40.000000 UTC
0xb78d0b3ee070	UDPv4	0.0.0.0	3702	*	0		2772	dasHost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3ee070	UDPv6	::	3702	*	0		2772	dasHost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3ee200	UDPv4	0.0.0.0	3702	*	0		5928	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3ee200	UDPv6	::	3702	*	0		5928	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3ee840	UDPv4	0.0.0.0	3702	*	0		2772	dasHost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3ee840	UDPv6	::	3702	*	0		2772	dasHost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3eee80	UDPv4	0.0.0.0	3702	*	0		2772	dasHost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3efb00	UDPv4	0.0.0.0	0	*	0		8432	googledrivesyn	2020-11-16 02:34:12.000000 UTC
0xb78d0b3efb00	UDPv6	::	0	*	0		8432	googledrivesyn	2020-11-16 02:34:12.000000 UTC
0xb78d0b3efe20	UDPv4	127.0.0.1	55738	*	0		3412	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3f0140	UDPv4	0.0.0.0	0	*	0		8432	googledrivesyn	2020-11-16 02:34:02.000000 UTC
0xb78d0b3f0140	UDPv6	::	0	*	0		8432	googledrivesyn	2020-11-16 02:34:02.000000 UTC
0xb78d0b3f0780	UDPv4	0.0.0.0	0	*	0		8432	googledrivesyn	2020-11-16 02:34:42.000000 UTC
0xb78d0b3f0780	UDPv6	::	0	*	0		8432	googledrivesyn	2020-11-16 02:34:42.000000 UTC
0xb78d0b3f0aa0	UDPv4	0.0.0.0	0	*	0		8432	googledrivesyn	2020-11-16 02:35:02.000000 UTC
0xb78d0b3f0aa0	UDPv6	::	0	*	0		8432	googledrivesyn	2020-11-16 02:35:02.000000 UTC
0xb78d0b3f10e0	UDPv4	192.168.1.5	55737	*	0		3412	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3f1270	UDPv4	0.0.0.0	3702	*	0		5928	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3f1270	UDPv6	::	3702	*	0		5928	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3f1590	UDPv4	0.0.0.0	3702	*	0		5928	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3f29e0	UDPv4	0.0.0.0	62823	*	0		21408	Teams.exe	2020-11-14 12:34:40.000000 UTC
0xb78d0b3f2b70	UDPv4	0.0.0.0	54001	*	0		8920	Teams.exe	2020-11-14 13:40:22.000000 UTC
0xb78d0b3f2b70	UDPv6	::	54001	*	0		8920	Teams.exe	2020-11-14 13:40:22.000000 UTC
0xb78d0b3f37f0	UDPv4	0.0.0.0	3702	*	0		5928	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b3f3e30	UDPv4	0.0.0.0	3702	*	0		2772	dasHost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0b9d7010	TCPv4	192.168.1.5	61852	17.248.138.80	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-16 02:30:39.000000 UTC
0xb78d0b9e0b40	TCPv4	192.168.1.5	63769	52.242.211.89	443	ESTABLISHED	9648	OneDrive.exe	2020-11-14 05:40:22.000000 UTC
0xb78d0bbf58a0	TCPv4	192.168.1.5	3389	213.202.233.104	41748	CLOSED	1248	svchost.exe	2020-11-16 02:34:43.000000 UTC
0xb78d0c4e5b50	TCPv4	192.168.1.5	61853	17.248.138.48	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-16 02:30:39.000000 UTC
0xb78d0cbdc260	TCPv4	192.168.1.5	50522	17.248.185.69	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-14 05:00:19.000000 UTC
0xb78d0cde8010	TCPv4	192.168.1.5	61831	23.46.190.35	443	ESTABLISHED	30012	WinStore.App.e	2020-11-16 02:30:25.000000 UTC
0xb78d0ce04a20	TCPv4	192.168.1.5	61824	52.114.75.149	443	CLOSED	6188	OneDrive.exe	2020-11-16 02:29:57.000000 UTC
0xb78d0ce11010	TCPv4	192.168.1.5	50350	17.248.138.108	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-12 15:19:17.000000 UTC
0xb78d0cef76e0	TCPv4	192.168.1.5	3389	81.30.144.115	22082	CLOSED	1248	svchost.exe	2020-11-16 02:34:50.000000 UTC
0xb78d0cf59b40	TCPv4	192.168.1.5	61838	184.24.107.139	443	CLOSE_WAIT	30012	WinStore.App.e	2020-11-16 02:30:26.000000 UTC
0xb78d0d0b68f0	TCPv4	192.168.1.5	3389	81.30.144.115	56639	CLOSED	1248	svchost.exe	2020-11-16 02:33:05.000000 UTC
0xb78d0d274010	TCPv4	192.168.1.5	49999	17.248.138.109	443	CLOSED	12532	iCloudPhotos.e	2020-11-11 08:14:55.000000 UTC
0xb78d0d2c6330	TCPv4	192.168.1.5	3389	81.30.144.115	6434	CLOSED	1248	svchost.exe	2020-11-16 02:34:29.000000 UTC
0xb78d0d3594b0	TCPv4	192.168.1.5	49372	17.248.138.40	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-13 17:27:03.000000 UTC
0xb78d0d5cba20	TCPv4	192.168.1.5	49998	17.248.138.110	443	CLOSED	12532	iCloudPhotos.e	2020-11-11 08:14:55.000000 UTC
0xb78d0d5d6a60	TCPv4	192.168.1.5	50003	17.248.138.46	443	CLOSED	12532	iCloudPhotos.e	2020-11-11 08:14:56.000000 UTC
0xb78d0d749010	TCPv4	192.168.1.5	60599	23.33.188.31	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-15 20:11:35.000000 UTC
0xb78d0d76a8a0	TCPv4	192.168.1.5	3389	201.193.188.114	1271	CLOSED	1248	svchost.exe	2020-11-16 02:32:49.000000 UTC
0xb78d0d7b22a0	TCPv4	192.168.1.5	3389	81.30.144.115	21506	CLOSED	1248	svchost.exe	2020-11-16 02:32:56.000000 UTC
0xb78d0d8ddb50	TCPv4	192.168.1.5	49171	17.248.138.43	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-14 04:36:53.000000 UTC
0xb78d0d98e2a0	TCPv4	192.168.1.5	3389	213.202.233.104	1490	CLOSED	1248	svchost.exe	2020-11-16 02:32:56.000000 UTC
0xb78d0d992010	TCPv4	192.168.1.5	3389	213.202.233.104	24626	CLOSED	1248	svchost.exe	2020-11-16 02:34:25.000000 UTC
0xb78d0d9a87c0	TCPv4	192.168.1.5	3389	213.202.233.104	28775	CLOSED	1248	svchost.exe	2020-11-16 02:33:02.000000 UTC
0xb78d0d9ca290	TCPv4	192.168.1.5	139	0.0.0.0	0	LISTENING	4	System	2020-11-12 06:06:13.000000 UTC
0xb78d0d9cdc50	TCPv4	0.0.0.0	7680	0.0.0.0	0	LISTENING	6636	svchost.exe	2020-11-14 05:11:19.000000 UTC
0xb78d0d9cdc50	TCPv6	::	7680	::	0	LISTENING	6636	svchost.exe	2020-11-14 05:11:19.000000 UTC
0xb78d0db50010	TCPv4	192.168.1.5	3389	213.202.233.104	13972	CLOSED	1248	svchost.exe	2020-11-16 02:34:09.000000 UTC
0xb78d0dba22a0	TCPv4	192.168.1.5	3389	213.202.233.104	6688	CLOSED	1248	svchost.exe	2020-11-16 02:34:07.000000 UTC
0xb78d0dc4d530	TCPv4	192.168.1.5	61870	17.248.138.42	443	ESTABLISHED	12888	ApplePhotoStre	2020-11-16 02:34:26.000000 UTC
0xb78d0dcbd010	TCPv4	192.168.1.5	3389	213.202.233.104	51574	CLOSED	1248	svchost.exe	2020-11-16 02:34:04.000000 UTC
0xb78d0dcef010	TCPv4	192.168.1.5	3389	81.30.144.115	32570	CLOSED	1248	svchost.exe	2020-11-16 02:33:15.000000 UTC
0xb78d0dd02090	UDPv4	0.0.0.0	64980	*	0		11672	Teams.exe	2020-11-16 02:34:20.000000 UTC
0xb78d0dd02090	UDPv6	::	64980	*	0		11672	Teams.exe	2020-11-16 02:34:20.000000 UTC
0xb78d0dd026d0	UDPv4	0.0.0.0	60558	*	0		11672	Teams.exe	2020-11-16 02:33:00.000000 UTC
0xb78d0dd026d0	UDPv6	::	60558	*	0		11672	Teams.exe	2020-11-16 02:33:00.000000 UTC
0xb78d0dd029f0	UDPv4	0.0.0.0	0	*	0		840	lsass.exe	2020-11-14 05:00:44.000000 UTC
0xb78d0dd02b80	UDPv4	0.0.0.0	0	*	0		840	lsass.exe	2020-11-14 05:00:44.000000 UTC
0xb78d0dd02b80	UDPv6	::	0	*	0		840	lsass.exe	2020-11-14 05:00:44.000000 UTC
0xb78d0dd03350	UDPv4	0.0.0.0	5355	*	0		3184	svchost.exe	2020-11-15 08:01:46.000000 UTC
0xb78d0dd03350	UDPv6	::	5355	*	0		3184	svchost.exe	2020-11-15 08:01:46.000000 UTC
0xb78d0dd03670	UDPv4	0.0.0.0	5353	*	0		3184	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0dd03670	UDPv6	::	5353	*	0		3184	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0dd03cb0	UDPv4	0.0.0.0	5355	*	0		3184	svchost.exe	2020-11-15 08:01:46.000000 UTC
0xb78d0dd04610	UDPv4	0.0.0.0	5353	*	0		3184	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0dd04ac0	UDPv4	0.0.0.0	51639	*	0		11672	Teams.exe	2020-11-16 02:33:40.000000 UTC
0xb78d0dd04ac0	UDPv6	::	51639	*	0		11672	Teams.exe	2020-11-16 02:33:40.000000 UTC
0xb78d0dd04c50	UDPv4	0.0.0.0	51704	*	0		11672	Teams.exe	2020-11-16 02:32:39.000000 UTC
0xb78d0dd04c50	UDPv6	::	51704	*	0		11672	Teams.exe	2020-11-16 02:32:39.000000 UTC
0xb78d0dd05100	UDPv4	0.0.0.0	0	*	0		3184	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0dd05100	UDPv6	::	0	*	0		3184	svchost.exe	2020-11-14 05:11:17.000000 UTC
0xb78d0dd05290	UDPv4	0.0.0.0	49938	*	0		21408	Teams.exe	2020-11-14 14:13:04.000000 UTC
0xb78d0dd055b0	UDPv4	0.0.0.0	58846	*	0		2772	dasHost.exe	2020-11-12 06:06:07.000000 UTC
0xb78d0dd055b0	UDPv6	::	58846	*	0		2772	dasHost.exe	2020-11-12 06:06:07.000000 UTC
0xb78d0dd060a0	UDPv4	0.0.0.0	49940	*	0		21408	Teams.exe	2020-11-14 14:13:05.000000 UTC
0xb78d0dd066e0	UDPv4	0.0.0.0	49942	*	0		21408	Teams.exe	2020-11-14 14:13:06.000000 UTC
0xb78d0dd066e0	UDPv6	::	49942	*	0		21408	Teams.exe	2020-11-14 14:13:06.000000 UTC
0xb78d0dd06a00	UDPv4	0.0.0.0	49937	*	0		21408	Teams.exe	2020-11-14 14:13:04.000000 UTC
0xb78d0dd07040	UDPv4	192.168.1.5	138	*	0		4	System	2020-11-12 06:06:13.000000 UTC
0xb78d0dd07360	UDPv4	0.0.0.0	60741	*	0		21408	Teams.exe	2020-11-14 13:53:00.000000 UTC
0xb78d0dd074f0	UDPv4	0.0.0.0	49936	*	0		21408	Teams.exe	2020-11-14 14:13:04.000000 UTC
0xb78d0dd07810	UDPv4	0.0.0.0	49939	*	0		21408	Teams.exe	2020-11-14 14:13:04.000000 UTC
0xb78d0dd079a0	UDPv4	0.0.0.0	56396	*	0		3184	svchost.exe	2020-11-14 14:13:06.000000 UTC
0xb78d0dd079a0	UDPv6	::	56396	*	0		3184	svchost.exe	2020-11-14 14:13:06.000000 UTC
0xb78d0dd07b30	UDPv4	192.168.1.5	137	*	0		4	System	2020-11-12 06:06:13.000000 UTC
0xb78d0dd07cc0	UDPv4	0.0.0.0	58845	*	0		2772	dasHost.exe	2020-11-12 06:06:07.000000 UTC
0xb78d0dd07e50	UDPv4	0.0.0.0	60736	*	0		21408	Teams.exe	2020-11-14 13:52:57.000000 UTC
0xb78d0dd08300	UDPv4	0.0.0.0	54943	*	0		21408	Teams.exe	2020-11-14 14:13:01.000000 UTC
0xb78d0dd08940	UDPv4	127.0.0.1	62855	*	0		3412	svchost.exe	2020-11-12 06:06:12.000000 UTC
0xb78d0dd08ad0	UDPv4	0.0.0.0	0	*	0		11672	Teams.exe	2020-11-14 03:42:53.000000 UTC
0xb78d0dd08ad0	UDPv6	::	0	*	0		11672	Teams.exe	2020-11-14 03:42:53.000000 UTC
0xb78d0dd08c60	UDPv4	192.168.1.5	62854	*	0		3412	svchost.exe	2020-11-12 06:06:12.000000 UTC
0xb78d0dd09110	UDPv6	::1	62853	*	0		3412	svchost.exe	2020-11-12 06:06:12.000000 UTC
0xb78d0dd0a3d0	UDPv4	0.0.0.0	3702	*	0		2772	dasHost.exe	2020-11-12 06:06:12.000000 UTC
0xb78d0dd0a6f0	UDPv6	fe80::d18c:bb1:3264:8c8	62852	*	0		3412	svchost.exe	2020-11-12 06:06:12.000000 UTC
0xb78d0dd0aa10	UDPv4	0.0.0.0	52959	*	0		-	-	2020-11-12 06:06:16.000000 UTC
0xb78d0dd0aba0	UDPv4	0.0.0.0	51475	*	0		-	-	2020-11-12 06:06:27.000000 UTC
0xb78d0dd0b370	UDPv4	192.168.1.5	53601	*	0		5532	chrome.exe	2020-11-14 03:50:18.000000 UTC
0xb78d0dd0b500	UDPv4	0.0.0.0	62510	*	0		3184	svchost.exe	2020-11-14 03:42:54.000000 UTC
0xb78d0dd0b500	UDPv6	::	62510	*	0		3184	svchost.exe	2020-11-14 03:42:54.000000 UTC
0xb78d0dd0b690	UDPv4	0.0.0.0	0	*	0		15636	Teams.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0b690	UDPv6	::	0	*	0		15636	Teams.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0b9b0	UDPv4	0.0.0.0	57150	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0b9b0	UDPv6	::	57150	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0c180	UDPv4	0.0.0.0	51473	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0c180	UDPv6	::	51473	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0c310	UDPv4	0.0.0.0	58218	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0c310	UDPv6	::	58218	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0c4a0	UDPv4	0.0.0.0	52844	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0c4a0	UDPv6	::	52844	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0c630	UDPv4	0.0.0.0	60283	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0c630	UDPv6	::	60283	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0ce00	UDPv4	0.0.0.0	58959	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0ce00	UDPv6	::	58959	*	0		3184	svchost.exe	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0da80	UDPv4	0.0.0.0	58960	*	0		6416	OfficeClickToR	2020-11-12 06:06:24.000000 UTC
0xb78d0dd0da80	UDPv6	::	58960	*	0		6416	OfficeClickToR	2020-11-12 06:06:24.000000 UTC
0xb78d0dd15b30	TCPv4	192.168.1.5	3389	213.202.233.104	55344	CLOSED	1248	svchost.exe	2020-11-16 02:34:19.000000 UTC
0xb78d0dd30010	TCPv4	192.168.1.5	3389	213.202.233.104	27289	CLOSED	1248	svchost.exe	2020-11-16 02:33:44.000000 UTC
0xb78d0dea6b80	TCPv4	192.168.1.5	61130	52.167.249.196	443	CLOSED	21432	Microsoft.Phot	2020-11-15 22:43:19.000000 UTC
0xb78d0e4e78a0	TCPv4	192.168.1.5	61835	23.46.190.35	443	ESTABLISHED	30012	WinStore.App.e	2020-11-16 02:30:25.000000 UTC
0xb78d0eee7af0	TCPv4	192.168.1.5	3389	81.30.144.115	59055	CLOSED	1248	svchost.exe	2020-11-16 02:31:27.000000 UTC
0xb78d0f1d2010	TCPv4	192.168.1.5	49966	17.248.138.18	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-13 01:13:20.000000 UTC
0xb78d0f2938a0	TCPv4	192.168.1.5	3389	213.202.233.104	47204	CLOSED	1248	svchost.exe	2020-11-16 02:32:52.000000 UTC
0xb78d0f4bf8d0	TCPv4	192.168.1.5	3389	81.30.144.115	5067	ESTABLISHED	1248	svchost.exe	2020-11-16 02:34:45.000000 UTC
0xb78d0f50aa20	TCPv4	192.168.1.5	61841	23.197.181.157	80	ESTABLISHED	30012	WinStore.App.e	2020-11-16 02:30:26.000000 UTC
0xb78d0f5b58a0	TCPv4	192.168.1.5	61823	52.114.75.149	443	CLOSED	6188	OneDrive.exe	2020-11-16 02:29:57.000000 UTC
0xb78d0f5d4260	TCPv4	192.168.1.5	61423	104.91.97.114	443	CLOSE_WAIT	27740	iCloudIE.exe	2020-11-16 00:14:49.000000 UTC
0xb78d0f6638e0	TCPv4	192.168.1.5	3389	213.202.233.104	45287	CLOSED	1248	svchost.exe	2020-11-16 02:36:07.000000 UTC
0xb78d0f834530	TCPv4	192.168.1.5	3389	81.30.144.115	23939	CLOSED	1248	svchost.exe	2020-11-16 02:34:34.000000 UTC
0xb78d0f953260	TCPv4	192.168.1.5	61839	72.21.91.29	80	CLOSE_WAIT	30012	WinStore.App.e	2020-11-16 02:30:26.000000 UTC
0xb78d0f974a70	TCPv4	192.168.1.5	49209	172.217.10.74	443	CLOSE_WAIT	8432	googledrivesyn	2020-11-14 14:02:17.000000 UTC
0xb78d0fa27a20	TCPv4	192.168.1.5	65190	172.217.3.109	443	CLOSE_WAIT	8432	googledrivesyn	2020-11-14 13:37:35.000000 UTC
0xb78d0fc5a010	TCPv4	192.168.1.5	60600	17.248.138.42	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-15 20:11:35.000000 UTC
0xb78d0fe0eb30	TCPv4	192.168.1.5	3389	81.30.144.115	21759	CLOSED	1248	svchost.exe	2020-11-16 02:35:55.000000 UTC
0xb78d100e88a0	TCPv4	192.168.1.5	3389	81.30.144.115	34086	CLOSED	1248	svchost.exe	2020-11-16 02:35:42.000000 UTC
0xb78d10413050	TCPv4	192.168.1.5	3389	81.30.144.115	39386	CLOSED	1248	svchost.exe	2020-11-16 02:32:11.000000 UTC
0xb78d1041d010	TCPv4	192.168.1.5	3389	201.193.188.114	63385	CLOSED	1248	svchost.exe	2020-11-16 02:30:05.000000 UTC
0xb78d105788a0	TCPv4	192.168.1.5	3389	213.202.233.104	37523	CLOSED	1248	svchost.exe	2020-11-16 02:35:38.000000 UTC
0xb78d10611a20	TCPv4	192.168.1.5	61840	23.197.181.157	80	ESTABLISHED	30012	WinStore.App.e	2020-11-16 02:30:26.000000 UTC
0xb78d1061da20	TCPv4	192.168.1.5	3389	81.30.144.115	46895	CLOSED	1248	svchost.exe	2020-11-16 02:34:40.000000 UTC
0xb78d1068db00	TCPv4	192.168.1.5	61836	23.197.181.157	80	ESTABLISHED	30012	WinStore.App.e	2020-11-16 02:30:26.000000 UTC
0xb78d106b68d0	TCPv4	192.168.1.5	3389	213.202.233.104	46241	CLOSED	1248	svchost.exe	2020-11-16 02:31:56.000000 UTC
0xb78d106bb2f0	TCPv4	192.168.1.5	3389	213.202.233.104	26595	CLOSED	1248	svchost.exe	2020-11-16 02:35:21.000000 UTC
0xb78d106cca60	TCPv4	192.168.1.5	3389	81.30.144.115	8503	CLOSED	1248	svchost.exe	2020-11-16 02:35:19.000000 UTC
0xb78d1070a510	TCPv4	192.168.1.5	61850	23.46.190.35	443	ESTABLISHED	30012	WinStore.App.e	2020-11-16 02:30:36.000000 UTC
0xb78d1074d010	TCPv4	192.168.1.5	3389	213.202.233.104	47450	CLOSED	1248	svchost.exe	2020-11-16 02:35:26.000000 UTC
0xb78d107cca60	TCPv4	192.168.1.5	3389	213.202.233.104	53917	CLOSED	1248	svchost.exe	2020-11-16 02:32:54.000000 UTC
0xb78d107efa20	TCPv4	192.168.1.5	3389	81.30.144.115	44907	CLOSED	1248	svchost.exe	2020-11-16 02:34:56.000000 UTC
0xb78d10f5c6e0	TCPv4	192.168.1.5	3389	81.30.144.115	17368	CLOSED	1248	svchost.exe	2020-11-16 02:32:21.000000 UTC
0xb78d10f5fa20	TCPv4	192.168.1.5	61428	172.217.10.42	443	ESTABLISHED	8432	googledrivesyn	2020-11-16 00:15:27.000000 UTC
0xb78d10f74260	TCPv4	192.168.1.5	61813	72.21.81.200	443	CLOSE_WAIT	8312	SearchApp.exe	2020-11-16 02:29:44.000000 UTC
0xb78d10f80010	TCPv4	192.168.1.5	3389	81.30.144.115	3327	CLOSED	1248	svchost.exe	2020-11-16 02:32:50.000000 UTC
0xb78d10f96260	TCPv4	192.168.1.5	61426	17.248.138.12	443	CLOSE_WAIT	27740	iCloudIE.exe	2020-11-16 00:14:49.000000 UTC
0xb78d11087010	TCPv4	192.168.1.5	3389	81.30.144.115	5265	CLOSED	1248	svchost.exe	2020-11-16 02:32:18.000000 UTC
0xb78d110b85a0	TCPv4	192.168.1.5	49221	17.248.138.110	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-14 04:38:55.000000 UTC
0xb78d110d37a0	TCPv4	192.168.1.5	55789	17.248.138.82	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-14 14:37:26.000000 UTC
0xb78d110e4010	TCPv4	192.168.1.5	3389	81.30.144.115	43869	CLOSED	1248	svchost.exe	2020-11-16 02:35:12.000000 UTC
0xb78d1121e010	TCPv4	127.0.0.1	49273	127.0.0.1	49272	ESTABLISHED	14832	GoogleDriveFS.	2020-11-14 14:09:20.000000 UTC
0xb78d1139e260	TCPv4	192.168.1.5	61821	52.114.75.149	443	CLOSED	9648	OneDrive.exe	2020-11-16 02:29:57.000000 UTC
0xb78d114fc7c0	TCPv4	192.168.1.5	3389	81.30.144.115	11489	CLOSED	1248	svchost.exe	2020-11-16 02:31:47.000000 UTC
0xb78d11535a20	TCPv4	192.168.1.5	3389	81.30.144.115	47963	CLOSED	1248	svchost.exe	2020-11-16 02:34:08.000000 UTC
0xb78d11539a20	TCPv4	192.168.1.5	3389	81.30.144.115	21956	CLOSED	1248	svchost.exe	2020-11-16 02:32:06.000000 UTC
0xb78d1153ca20	TCPv4	192.168.1.5	3389	213.202.233.104	15351	CLOSED	1248	svchost.exe	2020-11-16 02:32:03.000000 UTC
0xb78d11666530	TCPv4	192.168.1.5	60742	54.82.161.19	443	ESTABLISHED	12808	Slack.exe	2020-11-15 20:44:35.000000 UTC
0xb78d1176c010	TCPv4	192.168.1.5	61757	17.248.138.72	443	CLOSE_WAIT	12888	ApplePhotoStre	2020-11-16 02:14:26.000000 UTC
0xb78d1177e8a0	TCPv4	192.168.1.5	3389	213.202.233.104	8995	CLOSED	1248	svchost.exe	2020-11-16 02:35:31.000000 UTC
0xb78d117e3260	TCPv4	192.168.1.5	3389	81.30.144.115	59842	CLOSED	1248	svchost.exe	2020-11-16 02:34:28.000000 UTC
0xb78d11b098a0	TCPv4	192.168.1.5	3389	213.202.233.104	20277	CLOSED	1248	svchost.exe	2020-11-16 02:33:42.000000 UTC
0xb78d11c61a70	TCPv4	192.168.1.5	64365	172.217.3.109	443	CLOSE_WAIT	8432	googledrivesyn	2020-11-14 08:15:19.000000 UTC
0xb78d132d6050	TCPv4	192.168.1.5	3389	213.202.233.104	40876	ESTABLISHED	1248	svchost.exe	2020-11-16 02:35:53.000000 UTC
